Chromosome,Start,End,RepeatType,strand,Length
1,762661,762809,trf,0,148
1,762663,762804,trf,0,141
1,762816,762852,G-rich,1,36
1,762854,763171,MSTD,-1,317
1,762854,763171,MSTD,-1,317
1,764275,764289,dust,0,14
1,764308,764613,AluSq2,1,305
1,764308,764588,AluSq2,1,280
1,764589,764613,dust,0,24
1,764590,764613,trf,0,23
1,764590,764613,(CAAAA)n,1,23
1,764819,765151,AluSq2,1,332
1,764819,765151,AluSq2,1,332
1,764864,764930,trf,0,66
1,765134,765151,dust,0,17
1,765463,765756,AluSx1,1,293
1,765463,765756,AluSx1,1,293
1,765744,765756,dust,0,12
1,766500,766778,AluSx1,1,278
1,766500,766778,AluSx1,1,278
1,766812,766945,MIRb,-1,133
1,766812,766945,MIRb,-1,133
1,767025,767043,dust,0,18
1,767578,767881,AluSp,-1,303
1,767579,767881,AluSp,-1,302
1,767943,768240,AluSg7,1,297
1,767943,768240,AluSg7,1,297
1,768222,768229,dust,0,7
1,768933,769234,AluSx1,1,301
1,768933,769234,AluSx1,1,301
1,769021,769054,dust,0,33
1,769215,769234,dust,0,19
1,769363,769790,MLT1D,1,427
1,769363,769790,MLT1D,1,427
1,769822,770127,AluSz,1,305
1,769822,770127,AluSz,1,305
1,770106,770127,dust,0,21
1,770305,770568,AluSg,-1,263
1,770305,770568,AluSg,-1,263
1,770308,770321,dust,0,13
1,770889,770896,dust,0,7
1,770951,770958,dust,0,7
1,771118,771181,dust,0,63
1,771354,771375,dust,0,21
1,771354,771373,trf,0,19
1,771354,771655,AluSq2,-1,301
1,771355,771655,AluSq2,-1,300
1,771802,771830,trf,0,28
1,772514,772531,dust,0,17
1,772515,772565,AluSq2,-1,50
1,772515,772565,AluSq2,-1,50
1,772826,772908,MIR1_Amn,-1,82
1,772826,772908,MIR1_Amn,-1,82
1,773083,773132,L2c,1,49
1,773083,773132,L2c,1,49
1,773252,773332,MIRb,-1,80
1,773252,773332,MIRb,-1,80
1,773543,773552,dust,0,9
1,774791,774926,AluSx,1,135
1,774791,775116,trf,0,325
1,774791,774926,AluSx,1,135
1,774927,775230,AluSp,1,303
1,774927,775230,AluSp,1,303
1,775209,775230,dust,0,21
1,775231,775329,AluSx,1,98
1,775231,775329,AluSx,1,98
1,775310,775325,dust,0,15
1,775323,775352,trf,0,29
1,775327,775352,dust,0,25
1,775560,775872,AluSx,1,312
1,775560,775872,AluSx,1,312
1,775841,775881,dust,0,40
1,775841,775881,trf,0,40
1,776001,776293,AluSp,-1,292
1,776001,776013,dust,0,12
1,776001,776293,AluSp,-1,292
1,776317,776633,AluSx1,1,316
1,776317,776648,AluSx,1,331
1,776603,776693,dust,0,90
1,776605,776633,trf,0,28
1,776763,776847,MIRb,-1,84
1,776763,776847,MIRb,-1,84
1,777390,777597,AluJo,-1,207
1,777390,777597,AluJo,-1,207
1,777600,777872,AluSx,-1,272
1,777600,777872,AluSx,-1,272
1,777910,778062,AluJo,1,152
1,777910,778062,AluJo,1,152
1,778063,778194,AluJo,-1,131
1,778063,778194,AluJo,-1,131
1,778255,778442,FRAM,-1,187
1,778255,778270,dust,0,15
1,778255,778442,FRAM,-1,187
1,779336,779630,AluSg7,1,294
1,779336,779630,AluSg7,1,294
1,779643,779739,trf,0,96
1,779683,779791,AluSx,1,108
1,779683,779791,AluSx,1,108
1,779851,780056,AluJb,1,205
1,779851,780056,AluJb,1,205
1,780059,780139,AluJo,-1,80
1,780059,780139,AluJo,-1,80
1,780238,780275,dust,0,37
1,780261,780575,AluJb,-1,314
1,780261,780575,AluJb,-1,314
1,780603,780625,dust,0,22
1,780617,780773,AluSc,-1,156
1,780617,780773,AluSc,-1,156
1,780774,780860,AluJb,1,86
1,780774,780860,AluJb,1,86
1,782312,782501,MER3,-1,189
1,782312,782501,MER3,-1,189
1,782347,782374,trf,0,27
1,782641,782795,MER5A1,-1,154
1,782641,782795,MER5A1,-1,154
1,782829,783115,MER33,1,286
1,782829,783115,MER33,1,286
1,783407,783420,dust,0,13
1,783621,783884,L1ME3,-1,263
1,783621,783884,L1ME3,-1,263
1,784072,784108,AT_rich,1,36
1,784084,784106,dust,0,22
1,784116,784356,L1MEg,1,240
1,784116,784356,L1MEg,1,240
1,784344,784744,L1MC4,1,400
1,784344,784744,L1MC4,1,400
1,784746,785369,L1MC4,1,623
1,784746,785369,L1MC4,1,623
1,785424,785494,L1MEg,1,70
1,785424,785494,L1MEg,1,70
1,785495,785733,L1PA4,1,238
1,785495,785733,L1PA4,1,238
1,785575,785596,dust,0,21
1,785725,785733,dust,0,8
1,785734,785761,L1MEg,1,27
1,785734,785761,L1MEg,1,27
1,785994,786249,LTR104_Mam,-1,255
1,785994,786249,LTR104_Mam,-1,255
1,786262,786313,BLACKJACK,1,51
1,786262,786313,BLACKJACK,1,51
1,786314,786376,L1M3,-1,62
1,786314,786376,L1M3,-1,62
1,786340,786389,dust,0,49
1,786377,786507,AluJr,-1,130
1,786377,786507,AluJr,-1,130
1,786508,787339,L1M3,-1,831
1,786508,786984,L1M3,-1,476
1,786966,787006,dust,0,40
1,786985,787004,trf,0,19
1,786985,787004,(TTTA)n,1,19
1,787005,787339,L1M3,-1,334
1,787352,787718,LTR7,1,366
1,787352,787718,LTR7,1,366
1,787729,787833,MIRc,-1,104
1,787729,787833,MIRc,-1,104
1,788085,788363,AluSp,1,278
1,788085,788363,AluSp,1,278
1,788365,788435,trf,0,70
1,788365,788438,GA-rich,1,73
1,788369,788435,dust,0,66
1,788635,788750,MER67C,-1,115
1,788635,788750,MER67C,-1,115
1,788758,788929,dust,0,171
1,788758,791673,trf,0,2915
1,788758,791673,trf,0,2915
1,788758,791673,trf,0,2915
1,788758,789293,(GAATG)n,1,535
1,788932,788995,dust,0,63
1,789060,789313,dust,0,253
1,789307,789486,(GAATG)n,1,179
1,789444,789664,dust,0,220
1,789518,790510,(GAATG)n,1,992
1,789668,789981,dust,0,313
1,790021,790883,dust,0,862
1,790527,790706,(GAATG)n,1,179
1,790734,791646,(GAATG)n,1,912
1,790918,791138,dust,0,220
1,791053,791098,trf,0,45
1,791172,791299,dust,0,127
1,791305,791395,dust,0,90
1,791428,791488,dust,0,60
1,791492,791646,dust,0,154
1,791822,791993,LTR67B,-1,171
1,791822,791993,LTR67B,-1,171
1,792384,793725,L1M7,-1,1341
1,792384,793725,L1M7,-1,1341
1,792388,792443,dust,0,55
1,793726,794040,Tigger4b,1,314
1,793726,794040,Tigger4b,1,314
1,794041,794177,L1M7,-1,136
1,794041,794177,L1M7,-1,136
1,794556,794727,L1M7,-1,171
1,794556,794727,L1M7,-1,171
1,794994,795251,LTR79,-1,257
1,794994,795251,LTR79,-1,257
1,795362,795592,Charlie1b,1,230
1,795362,795609,Charlie1b,1,247
1,795607,795932,AluSq2,-1,325
1,795607,795628,dust,0,21
1,795610,795630,trf,0,20
1,795610,795932,AluSq2,-1,322
1,795769,795809,trf,0,40
1,795933,796100,Charlie1b,1,167
1,795939,796100,Charlie1a,1,161
1,796539,796837,Tigger3a,-1,298
1,796539,796837,Tigger3a,-1,298
1,796916,797131,L1M5,1,215
1,796916,797131,L1M5,1,215
1,797344,797557,MIR,-1,213
1,797344,797557,MIR,-1,213
1,798734,799039,AluSx1,1,305
1,798734,799039,AluSx1,1,305
1,799016,799039,dust,0,23
1,799083,799096,dust,0,13
1,799201,799211,dust,0,10
1,799270,799325,L2c,-1,55
1,799270,799325,L2c,-1,55
1,799502,800409,L1PA7,-1,907
1,799502,800409,L1PA7,-1,907
1,800410,800908,L1PA7,1,498
1,800410,800908,L1PA7,1,498
1,800749,800761,dust,0,12
1,801204,801381,MIR,-1,177
1,801204,801381,MIR,-1,177
1,801519,801536,dust,0,17
1,801589,801715,AluJo,-1,126
1,801589,801715,AluJo,-1,126
1,802512,802604,L2a,-1,92
1,802512,802604,L2a,-1,92
1,803150,803446,AluSz,1,296
1,803150,803446,AluSz,1,296
1,803435,803446,dust,0,11
1,803751,803761,dust,0,10
1,804219,804482,MER113A,1,263
1,804219,804482,MER113A,1,263
1,804433,804442,dust,0,9
1,807025,807086,L2a,-1,61
1,807025,807086,L2a,-1,61
1,807402,807502,MLT1O,1,100
1,807402,807502,MLT1O,1,100
1,808205,808256,dust,0,51
1,808269,808341,trf,0,72
1,808269,808338,(CATA)n,1,69
1,808274,808393,dust,0,119
1,808274,808320,trf,0,46
1,808290,808338,trf,0,48
1,808296,808338,trf,0,42
1,809061,809590,MER44B,1,529
1,809061,809590,MER44B,1,529
1,809501,809509,dust,0,8
1,810099,810112,dust,0,13
1,810827,810836,dust,0,9
1,812029,812068,trf,0,39
1,812115,813014,L1MB3,1,899
1,812115,813014,L1MB3,1,899
1,812312,812324,dust,0,12
1,813743,813829,Chap1_Mam,1,86
1,813743,813829,Chap1_Mam,1,86
1,813876,814012,MLT1C,1,136
1,813876,814012,MLT1C,1,136
1,814584,814591,dust,0,7
1,815155,815497,L1M8,1,342
1,815155,815497,L1M8,1,342
1,815624,815669,dust,0,45
1,815700,815811,L1M8,1,111
1,815700,815811,L1M8,1,111
1,815868,816055,L1M5,1,187
1,815868,816055,L1M5,1,187
1,815898,815959,dust,0,61
1,816109,816121,dust,0,12
1,816171,816234,HAL1M8,1,63
1,816171,816234,HAL1M8,1,63
1,816228,816461,L1ME3B,1,233
1,816228,816461,L1ME3B,1,233
1,816539,816563,AT_rich,1,24
1,816629,817288,L1P4,1,659
1,816629,817288,L1P4,1,659
1,818040,818201,MER58A,-1,161
1,818040,818201,MER58A,-1,161
1,818622,818794,MER102c,1,172
1,818622,818794,MER102c,1,172
1,819066,819303,MLT1I,1,237
1,819066,819303,MLT1I,1,237
1,819610,819650,L2c,-1,40
1,819610,819650,L2c,-1,40
1,819731,819948,MER44D,1,217
1,819731,819948,MER44D,1,217
1,819914,823663,trf,0,3749
1,824042,824073,AT_rich,1,31
1,824328,824348,AT_rich,1,20
1,824409,824417,dust,0,8
1,827563,827629,G-rich,1,66
1,827583,827629,dust,0,46
1,827584,827610,trf,0,26
1,828211,828265,dust,0,54
1,828228,828263,(TA)n,1,35
1,828390,828400,dust,0,10
1,828713,828809,L1MC,-1,96
1,828713,828809,L1MC,-1,96
1,828812,828986,MER41D,-1,174
1,828812,828986,MER41D,-1,174
1,828987,829262,AluSq2,-1,275
1,828987,828995,dust,0,8
1,828987,829262,AluSq2,-1,275
1,829263,829390,MER41D,-1,127
1,829263,829390,MER41D,-1,127
1,829438,829595,trf,0,157
1,829596,830064,HAL1,-1,468
1,829596,830064,HAL1,-1,468
1,830065,830433,MLT1A1,1,368
1,830065,830433,MLT1A1,1,368
1,830434,830847,HAL1,-1,413
1,830434,830847,HAL1,-1,413
1,830887,831024,HAL1,-1,137
1,830887,831024,HAL1,-1,137
1,831109,831353,LTR78,-1,244
1,831109,831353,LTR78,-1,244
1,832523,832607,dust,0,84
1,832523,832606,CT-rich,1,83
1,832658,832711,trf,0,53
1,832737,832781,dust,0,44
1,832737,832781,trf,0,44
1,832737,833054,AluSx,-1,317
1,832753,833054,AluSx,-1,301
1,833607,833708,MIR3,-1,101
1,833607,833708,MIR3,-1,101
1,834761,834905,MLT1K,-1,144
1,834761,834905,MLT1K,-1,144
1,834912,834973,trf,0,61
1,834912,834981,(TCCA)n,1,69
1,834913,834973,dust,0,60
1,835041,835165,dust,0,124
1,835068,835180,(TCCA)n,1,112
1,835627,835728,L2c,-1,101
1,835627,835728,L2c,-1,101
1,836042,836120,MIR3,1,78
1,836042,836120,MIR3,1,78
1,836348,836399,L2b,1,51
1,836348,836399,L2b,1,51
1,836414,836851,LTR16C,1,437
1,836414,836851,LTR16C,1,437
1,836853,836925,L2b,1,72
1,836853,836925,L2b,1,72
1,837024,837170,AluJb,-1,146
1,837024,837170,AluJb,-1,146
1,837030,837038,dust,0,8
1,837099,837180,SVA_D,1,81
1,837099,837180,SVA_D,1,81
1,837340,837504,MER58A,-1,164
1,837340,837504,MER58A,-1,164
1,837512,840216,L1M4b,1,2704
1,837512,840216,L1M4b,1,2704
1,838927,838962,dust,0,35
1,839178,839215,trf,0,37
1,839178,839215,trf,0,37
1,839288,839650,dust,0,362
1,839299,839650,trf,0,351
1,840199,840402,L1MB8,1,203
1,840199,840402,L1MB8,1,203
1,840410,840424,dust,0,14
1,840410,840442,trf,0,32
1,840410,840440,(A)n,1,30
1,840501,840618,MIRb,-1,117
1,840501,840618,MIRb,-1,117
1,841508,841658,MER5A1,1,150
1,841508,841658,MER5A1,1,150
1,841663,841828,MIRb,1,165
1,841663,841828,MIRb,1,165
1,841914,841941,trf,0,27
1,843987,844346,MLT1B,1,359
1,843987,844346,MLT1B,1,359
1,844361,844403,trf,0,42
1,844527,844542,dust,0,15
1,844931,844989,Charlie5,1,58
1,844931,844989,Charlie5,1,58
1,845970,846625,L1MC1,1,655
1,845970,846625,L1MC1,1,655
1,846972,847188,MER103C,1,216
1,846972,847188,MER103C,1,216
1,847809,847932,MIR,-1,123
1,847809,847932,MIR,-1,123
1,849557,849911,MSTD,-1,354
1,849557,849911,MSTD,-1,354
1,850631,850640,dust,0,9
1,850646,851208,L1PA3,-1,562
1,850646,851208,L1PA3,-1,562
1,850786,850808,dust,0,22
1,852490,852526,dust,0,36
1,852835,852959,FLAM_A,-1,124
1,852835,852959,FLAM_A,-1,124
1,852971,853263,AluSz,-1,292
1,852971,852979,dust,0,8
1,852971,853263,AluSz,-1,292
1,853264,853435,Charlie19a,-1,171
1,853264,853435,Charlie19a,-1,171
1,853416,853906,trf,0,490
1,855211,855355,(TATG)n,1,144
1,855368,855505,dust,0,137
1,855375,855562,(TG)n,1,187
1,857949,857959,dust,0,10
1,858970,859039,L3,-1,69
1,858970,859039,L3,-1,69
1,859139,859187,dust,0,48
1,859352,859744,L1ME4a,-1,392
1,859352,859744,L1ME4a,-1,392
1,860179,860211,dust,0,32
1,860179,860211,trf,0,32
1,860182,860497,AluJr,-1,315
1,860182,860497,AluJr,-1,315
1,860788,860972,LTR2C,-1,184
1,860788,860972,LTR2C,-1,184
1,861617,861678,dust,0,61
1,861617,861735,(TATATG)n,1,118
1,861689,862150,(TAGA)n,1,461
1,861775,862185,dust,0,410
1,862755,863199,MLT1K,-1,444
1,862755,863199,MLT1K,-1,444
1,863516,863653,L2b,-1,137
1,863516,863653,L2b,-1,137
1,865563,865716,MIRc,1,153
1,865563,865716,MIRc,1,153
1,866279,866448,MLT1B,-1,169
1,866279,866448,MLT1B,-1,169
1,866415,867192,trf,0,777
1,868207,868266,dust,0,59
1,868243,868271,AT_rich,1,28
1,869214,869225,dust,0,11
1,869216,869299,A-rich,1,83
1,869237,869281,dust,0,44
1,869454,869520,trf,0,66
1,869454,869520,trf,0,66
1,869454,869520,(TCTA)n,1,66
1,869462,869520,dust,0,58
1,869463,869504,trf,0,41
1,869464,869520,trf,0,56
1,869589,869610,AT_rich,1,21
1,869599,869609,dust,0,10
1,869625,869730,MIRb,-1,105
1,869625,869730,MIRb,-1,105
1,869718,869760,trf,0,42
1,870168,870208,trf,0,40
1,870687,870752,trf,0,65
1,871048,871260,L1M4,-1,212
1,871048,871260,L1M4,-1,212
1,871261,871425,FRAM,-1,164
1,871261,871425,FRAM,-1,164
1,871426,871792,L1M4,-1,366
1,871426,871792,L1M4,-1,366
1,871923,871938,dust,0,15
1,872504,873179,trf,0,675
1,872504,873179,trf,0,675
1,875829,876433,dust,0,604
1,875830,876438,trf,0,608
1,875847,876019,C-rich,1,172
1,875934,876108,(CACCC)n,1,174
1,876162,876341,C-rich,1,179
1,876261,876434,(CACCC)n,1,173
1,879078,879247,L1MB4,-1,169
1,879078,879247,L1MB4,-1,169
1,879252,879387,L1M5,1,135
1,879252,879387,L1M5,1,135
1,879380,879422,dust,0,42
1,879418,881416,L1M3,-1,1998
1,879418,881416,L1M3,-1,1998
1,879684,879744,dust,0,60
1,880274,880351,dust,0,77
1,880874,880928,dust,0,54
1,881946,881953,dust,0,7
1,882685,882948,L1PA7,-1,263
1,882685,882948,L1PA7,-1,263
1,882935,882978,dust,0,43
1,882949,883243,AluSp,-1,294
1,882949,883243,AluSp,-1,294
1,883244,885344,L1PA7,-1,2100
1,883244,885344,L1PA7,-1,2100
1,885341,887183,L1PA7,-1,1842
1,885341,887183,L1PA7,-1,1842
1,885385,885445,dust,0,60
1,885889,885940,dust,0,51
1,887051,887070,trf,0,19
1,887236,887272,trf,0,36
1,887427,887910,L1ME4b,1,483
1,887427,887910,L1ME4b,1,483
1,888098,888264,L1M5,-1,166
1,888098,888264,L1M5,-1,166
1,888310,888345,GA-rich,1,35
1,888321,888697,dust,0,376
1,888348,888528,A-rich,1,180
1,888512,888679,G-rich,1,167
1,888538,888673,trf,0,135
1,888599,888679,trf,0,80
1,888599,888693,trf,0,94
1,888957,889347,MSTD,1,390
1,888957,889347,MSTD,1,390
1,889627,889732,BSR/Beta,1,105
1,889627,889732,BSR/Beta,1,105
1,889767,889923,MIRb,1,156
1,889767,889923,MIRb,1,156
1,889928,889998,MLT1I,-1,70
1,889928,889998,MLT1I,-1,70
1,889997,890025,dust,0,28
1,889999,890324,AluSc8,-1,325
1,889999,890324,AluSc8,-1,325
1,890325,890375,MLT1I,-1,50
1,890325,890375,MLT1I,-1,50
1,890387,890457,AluYj4,1,70
1,890387,890457,AluYj4,1,70
1,890447,890457,dust,0,10
1,890614,890679,LTR41,1,65
1,890614,890679,LTR41,1,65
1,890935,891105,LOR1-int,-1,170
1,890935,891105,LOR1-int,-1,170
1,891269,891499,LOR1-int,-1,230
1,891269,891499,LOR1-int,-1,230
1,891511,891802,LOR1-int,-1,291
1,891511,891802,LOR1-int,-1,291
1,891803,892094,AluSq2,-1,291
1,891803,891811,dust,0,8
1,891803,892094,AluSq2,-1,291
1,892095,892183,LOR1-int,-1,88
1,892095,892183,LOR1-int,-1,88
1,892184,892456,AluJr,1,272
1,892184,892456,AluJr,1,272
1,892287,892300,dust,0,13
1,892457,892928,LOR1-int,-1,471
1,892457,892928,LOR1-int,-1,471
1,892733,892753,dust,0,20
1,892939,893255,AluJo,1,316
1,892939,893255,AluJo,1,316
1,893283,893495,LTR57-int,-1,212
1,893283,893302,LTR57-int,-1,19
1,893303,893495,LOR1-int,-1,192
1,893370,893378,dust,0,8
1,893496,893802,AluSz6,1,306
1,893496,893801,AluSz6,1,305
1,893777,893840,dust,0,63
1,893777,893802,trf,0,25
1,893802,893840,trf,0,38
1,893802,893840,(TA)n,1,38
1,893848,894130,AluSz,1,282
1,893848,894130,AluSz,1,282
1,894131,894144,dust,0,13
1,894131,894203,LOR1-int,-1,72
1,894141,894200,LTR57-int,-1,59
1,894361,894466,LTR49-int,-1,105
1,894361,894466,LTR49-int,-1,105
1,894862,895173,AluSp,-1,311
1,894862,894891,dust,0,29
1,894862,895173,AluSp,-1,311
1,895290,895508,AluYf1,-1,218
1,895290,895508,AluYf1,-1,218
1,895510,895548,HERVK9-int,1,38
1,895510,895548,HERVK9-int,1,38
1,895544,895868,HERVK9-int,-1,324
1,895544,895868,HERVK9-int,-1,324
1,895870,896099,HERVK9-int,-1,229
1,895870,896099,HERVK9-int,-1,229
1,896100,897617,HERVK9-int,-1,1517
1,896100,897617,HERVK9-int,-1,1517
1,897581,897602,dust,0,21
1,897610,898198,HERVK9-int,-1,588
1,897610,898198,HERVK9-int,-1,588
1,898199,898699,MER9a2,-1,500
1,898199,898699,MER9a2,-1,500
1,898641,898675,trf,0,34
1,898642,898679,trf,0,37
1,899022,899326,AluY,-1,304
1,899022,899326,AluY,-1,304
1,899025,899045,dust,0,20
1,899025,899045,trf,0,20
1,899671,899729,MER102a,1,58
1,899671,899729,MER102a,1,58
1,900211,900937,L1MC3,1,726
1,900211,900937,L1MC3,1,726
1,900349,900412,trf,0,63
1,900517,900524,dust,0,7
1,900942,901241,AluJb,1,299
1,900942,901241,AluJb,1,299
1,901226,901239,dust,0,13
1,901363,901555,MER67A,-1,192
1,901363,901555,MER67A,-1,192
1,901672,901800,L2c,-1,128
1,901672,901800,L2c,-1,128
1,902502,902788,AluSq2,1,286
1,902502,902788,AluSq2,1,286
1,902774,902788,dust,0,14
1,902970,903274,MLT1B,-1,304
1,902970,903274,MLT1B,-1,304
1,903382,903639,MLT1A,1,257
1,903382,903639,MLT1A,1,257
1,903640,903726,MER2,-1,86
1,903640,903726,MER2,-1,86
1,904297,904314,dust,0,17
1,904413,904435,GC_rich,1,22
1,904472,904739,trf,0,267
1,904472,904743,trf,0,271
1,904475,904683,trf,0,208
1,904502,904690,dust,0,188
1,904540,904744,trf,0,204
1,904627,904809,(CCG)n,1,182
1,904685,904718,trf,0,33
1,904950,905006,dust,0,56
1,904971,905006,trf,0,35
1,905013,905114,trf,0,101
1,905266,905461,L1MB5,1,195
1,905266,905461,L1MB5,1,195
1,905569,905799,L1MB5,1,230
1,905569,905799,L1MB5,1,230
1,906474,906556,HERV16-int,-1,82
1,906474,906556,HERV16-int,-1,82
1,906875,907014,trf,0,139
1,907171,907250,AluSz6,1,79
1,907171,907250,AluSz6,1,79
1,907237,907250,dust,0,13
1,907253,907562,AluSz,1,309
1,907253,907562,AluSz,1,309
1,907539,907562,dust,0,23
1,907539,907562,trf,0,23
1,908056,908165,L2a,1,109
1,908056,908165,L2a,1,109
1,908461,908852,dust,0,391
1,908462,908539,trf,0,77
1,908533,908712,G-rich,1,179
1,908534,908797,trf,0,263
1,908587,908822,trf,0,235
1,908643,908822,trf,0,179
1,908728,908812,trf,0,84
1,908728,908851,G-rich,1,123
1,908766,908849,trf,0,83
1,908921,909899,trf,0,978
1,908921,909899,trf,0,978
1,908921,909899,trf,0,978
1,909951,910000,GC_rich,1,49
1,910110,910185,dust,0,75
1,910310,910344,GC_rich,1,34
1,911852,911997,MIRb,-1,145
1,911852,911997,MIRb,-1,145
1,912320,912400,MIRb,1,80
1,912320,912400,MIRb,1,80
1,912463,912649,L2b,-1,186
1,912463,912649,L2b,-1,186
1,912842,912915,L2b,1,73
1,912842,912915,L2b,1,73
1,914456,914665,L1MEc,1,209
1,914456,914665,L1MEc,1,209
1,914666,914977,AluSp,1,311
1,914666,914977,AluSp,1,311
1,914784,914791,dust,0,7
1,914949,914989,dust,0,40
1,914951,914990,trf,0,39
1,914952,914989,trf,0,37
1,914978,915397,L1MEc,1,419
1,914978,915397,L1MEc,1,419
1,915597,915677,trf,0,80
1,915717,915837,MIRc,-1,120
1,915717,915837,MIRc,-1,120
1,916351,916432,trf,0,81
1,919107,919193,L2c,-1,86
1,919107,919193,L2c,-1,86
1,921583,921640,trf,0,57
1,921681,921725,trf,0,44
1,923333,923423,MIR,1,90
1,923333,923423,MIR,1,90
1,923821,923883,dust,0,62
1,923852,923891,GC_rich,1,39
1,923943,923964,GC_rich,1,21
1,923949,924037,dust,0,88
1,923988,924013,GC_rich,1,25
1,924102,924136,GC_rich,1,34
1,924232,924308,GC_rich,1,76
1,924237,924332,dust,0,95
1,924507,924603,(CCG)n,1,96
1,924620,924647,GC_rich,1,27
1,925325,925388,dust,0,63
1,925328,925390,GC_rich,1,62
1,928112,928412,AluY,1,300
1,928112,928412,AluY,1,300
1,928392,928405,dust,0,13
1,930078,930152,trf,0,74
1,930083,930152,CT-rich,1,69
1,930093,930149,dust,0,56
1,933005,933067,dust,0,62
1,933011,933083,C-rich,1,72
1,933742,933749,dust,0,7
1,933962,934962,trf,0,1000
1,934341,934436,dust,0,95
1,934512,934519,dust,0,7
1,934596,934631,dust,0,35
1,934932,934939,dust,0,7
1,935305,935345,MIR3,1,40
1,935305,935345,MIR3,1,40
1,936235,936468,trf,0,233
1,937397,937407,dust,0,10
1,937696,937718,GC_rich,1,22
1,938218,938329,trf,0,111
1,938218,938345,trf,0,127
1,939399,939508,trf,0,109
1,940235,940267,GC_rich,1,32
1,940284,940329,GC_rich,1,45
1,940297,940313,dust,0,16
1,941882,941902,GC_rich,1,20
1,941911,941960,dust,0,49
1,941970,941991,GC_rich,1,21
1,942037,942107,dust,0,70
1,942502,942526,GC_rich,1,24
1,942720,942767,dust,0,47
1,943527,943548,dust,0,21
1,943527,943548,trf,0,21
1,943527,943548,(T)n,1,21
1,944507,944526,trf,0,19
1,944507,944526,(CAGCC)n,1,19
1,945074,945117,CT-rich,1,43
1,946777,947062,AluSx1,1,285
1,946777,947062,AluSx1,1,285
1,947655,947744,trf,0,89
1,948642,948729,trf,0,87
1,948647,948677,trf,0,30
1,950073,950166,(CA)n,1,93
1,950075,950187,dust,0,112
1,950097,950165,trf,0,68
1,950168,950381,(CA)n,1,213
1,950202,950232,trf,0,30
1,950288,950381,dust,0,93
1,950307,950349,trf,0,42
1,950321,950445,trf,0,124
1,950389,950477,dust,0,88
1,950406,950783,(CA)n,1,377
1,950510,950603,dust,0,93
1,950519,950550,trf,0,31
1,950521,950548,trf,0,27
1,950614,950669,dust,0,55
1,951960,951995,trf,0,35
1,954548,954845,AluJo,1,297
1,954548,954845,AluJo,1,297
1,954828,954874,dust,0,46
1,954831,954876,trf,0,45
1,954843,954873,trf,0,30
1,954852,954876,(CAAAA)n,1,24
1,955874,955917,dust,0,43
1,956297,956316,trf,0,19
1,956763,956895,trf,0,132
1,957459,957573,trf,0,114
1,957535,958046,L2a,1,511
1,957535,958046,L2a,1,511
1,958062,958243,AluSx,-1,181
1,958062,958081,dust,0,19
1,958062,958081,trf,0,19
1,958062,958243,AluSx,-1,181
1,958235,958270,dust,0,35
1,958244,958549,AluSx,-1,305
1,958244,958549,AluSx,-1,305
1,958551,958795,L2a,1,244
1,958551,958795,L2a,1,244
1,959302,959353,dust,0,51
1,959305,959352,(CCCCG)n,1,47
1,960069,960183,dust,0,114
1,960091,960472,trf,0,381
1,960091,960472,trf,0,381
1,960091,960470,trf,0,379
1,960278,960345,dust,0,67
1,960278,960297,trf,0,19
1,960278,960297,(GGA)n,1,19
1,960732,960766,trf,0,34
1,960749,960859,GC_rich,1,110
1,960807,960833,dust,0,26
1,960807,960833,trf,0,26
1,961206,961254,GC_rich,1,48
1,962074,962095,dust,0,21
1,962076,962095,trf,0,19
1,962076,962095,(CACCC)n,1,19
1,964543,964844,trf,0,301
1,964615,964742,dust,0,127
1,964775,964836,dust,0,61
1,965303,965346,dust,0,43
1,965304,965346,trf,0,42
1,965304,965344,trf,0,40
1,965304,965346,(TTTA)n,1,42
1,967029,967054,GC_rich,1,25
1,967365,967386,dust,0,21
1,968520,968877,L2a,-1,357
1,968520,968877,L2a,-1,357
1,968882,968909,trf,0,27
1,968997,969136,MER63B,1,139
1,968997,969136,MER63B,1,139
1,969303,969395,dust,0,92
1,969315,969383,(TG)n,1,68
1,969334,969385,trf,0,51
1,969408,969586,dust,0,178
1,969409,969586,(TG)n,1,177
1,969453,969557,trf,0,104
1,969463,969574,trf,0,111
1,969470,969521,trf,0,51
1,969588,969809,dust,0,221
1,969589,969629,(TATG)n,1,40
1,969635,969809,(TG)n,1,174
1,969722,969765,trf,0,43
1,969768,969818,trf,0,50
1,969811,969913,(CATG)n,1,102
1,969959,970182,trf,0,223
1,971670,971721,dust,0,51
1,972484,972777,AluSz,1,293
1,972484,972777,AluSz,1,293
1,974167,974237,dust,0,70
1,975096,975215,dust,0,119
1,975096,975178,trf,0,82
1,975096,975181,trf,0,85
1,975096,975199,trf,0,103
1,975100,975210,GA-rich,1,110
1,975106,975181,trf,0,75
1,975108,975180,trf,0,72
1,975795,975872,MER53,1,77
1,975795,975872,MER53,1,77
1,975917,975958,(CCCA)n,1,41
1,976671,977262,dust,0,591
1,976687,978077,trf,0,1390
1,976699,976882,C-rich,1,183
1,977046,977232,C-rich,1,186
1,977298,977484,C-rich,1,186
1,977302,977715,dust,0,413
1,977718,978061,dust,0,343
1,977872,978062,(CCCCAA)n,1,190
1,978074,978120,trf,0,46
1,978296,978326,trf,0,30
